PRIDE	RAW file	RAW file version	Creation date	Operator	Number of instruments	Description	Instrument model	Instrument name	Serial number	Software version	major	minor	Firmware version	Units	Mass resolution	Number of scans	Number of ms2 scans	Scan range	Time range	Mass range	Scan filter (first scan)	Scan filter (last scan)	Total number of filters	Sample name	Sample id	Sample type	Sample comment	Sample vial	Sample volume	Sample injection volume	Sample row number	Sample dilution factor	Sample barcode	Title	Repos	Species	Instrument	Publication	LabHead	Announce.Date	year	month	day	Keywords
PXD012335	.temp.raw	66	20/07/2018 10:50:20	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP05-1	2.1.1565.20	2	1		None	0.500	56225	39624	1-56225	0-179.99	110-3955	FTMS + c NSI Full ms [500.0000-2000.0000]	FTMS + c NSI Full ms [500.0000-2000.0000]	3136		MG_BETSY_ecoli_Lilia_202	Unknown		B8	0	3	0	1		The synthetic phenotype of bamBbamE double mutants results from a lethal jamming of the Bam complex by the lipoprotein RcsF	PRIDE	Escherichia coli	Orbitrap Fusion Lumos	Hart et al. (2019)	Martin Wuehr	2019-04-24	2019	04	24	Biological, proteomics, BAM, bacteria, outer membrane, 
PXD012349	.temp.raw	66	07/07/2017 03:08:30	Orbitrap_Lumos	2		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20107	2.0.1258.15	2	0		None	0.500	71273	62201	1-71273	0-84.99	110-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	9208		1	Unknown		BH9	0	2	3	1		Coacervation of Lipid Bilayer in Natural Cell Membranes for Extraction and Enrichment of Proteins in Proteomics Studies	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Koolivand et al. (2019)	Morteza Khaledi	2019-03-28	2019	03	28	Biological, natural lipid coacervates, protein separation and enrichment, membrane proteomics, low abundance and hydrophobic proteins, 
PXD012422	.temp.raw	66	07/11/2017 14:08:22	jjguid	2		Orbitrap Fusion	Orbitrap Fusion	CAL-MP06-2	2.1.1565.24	2	1		None	0.500	117318	103943	1-117318	0-245	120-2000	FTMS + p NSI Full ms [375.0000-2000.0000]	FTMS + c NSI d Full ms2 517.3135@hcd27.00 [120.0000-1045.0000]	12170		2	Unknown		GA2	0	6.4	0	1		A comprehensive protein profile analysis from clinical Sialoliths and its practical implications	PRIDE	Homo sapiens 	Orbitrap Fusion	Busso et al. (2020)	Jessie J Guidry	2020-04-16	2020	04	16	Biomedical, human sialoliths, protein fraction, disease, salivary duct, 
PXD012485	.temp.raw	66	05/11/2018 20:13:34	PB2HPLC	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20133	2.1.1565.24	2	1		None	0.500	42014	19656	1-42014	0-90.03	98-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	FTMS + p NSI sps d Full ms3 638.3681@cid35.00 428.2597@hcd65.00 [100.0000-984.0000]	23519		SHSY	Unknown		1	0	10	3	1		Cysteine nitrosylation analysis in SH-SY5Y cells	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Mnatsakanyan et al. (2019)	Ren� P. Zahedi	2019-05-21	2019	05	21	Biological, Cysteine, nitrosylation, neuroblastoma cells, 
PXD012491	.temp.raw	66	05/10/2015 13:31:27	Fusion	1		Orbitrap Fusion	Orbitrap Fusion	CAL-MP25	2.0.1258.14	2	0		None	0.500	60977	55380	1-60977	0-80	110-2000	FTMS + p NSI Full ms [300.0000-1500.0000]	FTMS + p NSI Full ms [300.0000-1500.0000]	8470		A4	Unknown	1to12 OD=0.94	A2	0	4	0	1		An Integrated Systems Approach Unveils New Aspects of Microoxia-mediated Regulation in Bradyrhizobium diazoefficiens	PRIDE	Bradyrhizobium diazoefficiens	Orbitrap Fusion	Fern�ndez et al. (2019)	Dr. Socorro Mesa	2019-05-29	2019	05	29	Biological, B. diazoefficiens, genome sequencing, comparative genomics, microoxia, shotgun proteomics, proteogenomics, transcriptomics, Rhizobia, symbiosis, FNR/CRP proteins, 
PXD012530	.temp.raw	66	14/11/2018 15:57:45	Orbitrap Fusion	1		Orbitrap Fusion	Orbitrap Fusion	FSN10278	2.0.1258.15	2	0		None	0.500	19539	18959	1-19539	0.01-60.06	110-2000	FTMS + p NSI Full ms [350.0000-1550.0000]	FTMS + c NSI d sa Full ms2 1022.4732@etd94.11@hcd25.00 [110.0000-2000.0000]	7707		1	Unknown		C5	0	8	1	1		Comparative O-glycoproteomics of Fusarium oxysporum	PRIDE	Fusarium oxysporum f. cucumerinum	Orbitrap Fusion	Xu et al. (2019)	Cheng Jin	2019-10-28	2019	10	28	Biological, Fusarium oxysporum, O-mannosylation, PMT, glycoproteomics, LC-MS/MS, 
PXD012560	.temp.raw	66	16/10/2017 11:15:18	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20251	2.1.1565.24	2	1		None	0.500	64703	23662	1-64703	0-140	120-2000	FTMS + p NSI Full ms [380.0000-1500.0000]	FTMS + p NSI Full ms [380.0000-1500.0000]	27095		1	Unknown		B12	0	5	22	1		Chlamydomonas cpl3 mutant proteomics	PRIDE	Chlamydomonas reinhardtii	Orbitrap Fusion Lumos	Li et al. (2019)	Martin Jonikas	2019-02-24	2019	02	24	Biological, Chlamydomonas, algae, photosynthesis, LC-MS, TMT labeling, 
PXD012581	.temp.raw	66	03/02/2017 16:58:31	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20193	2.0.1258.15	2	0		None	0.500	22486	19167	1-22486	2.01-66	80-2000	FTMS + p NSI Full ms [197.0777-1300.0000]	FTMS + c NSI d Full ms2 857.8781@cid30.00 [231.0000-1726.0000]	5217		1	Unknown		B1	0	-1	0	1		Engineered transfer RNAs for suppression of premature termination codons	PRIDE	Escherichia coli, Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Robert Marshall Pope	2019-02-13	2019	02	13	Biological, PTC repair, anticodon edited tRNAs, ACE-tRNAs, 
PXD012592	.temp.raw	66	11/03/2019 01:07:39	Orbitrap Fusion	1		Orbitrap Fusion	Orbitrap Fusion	FSN10360	2.1.1565.23	2	1		None	0.500	24391	16155	1-24391	0-60	105-2000	FTMS + p NSI Full ms [400.0000-1500.0000]	FTMS + p NSI Full ms [400.0000-1500.0000]	4539		Fat10_AVmutant_new_E1_F5	Unknown		C6	0	2	5	1		Chemical crosslinking and mass spectrometry of SumoE1, Sumo and Fat10	PRIDE	Homo sapiens 	Orbitrap Fusion	Aichem et al. (2019)	Florian Stengel	2019-10-02	2019	10	02	Biological, Fat10, SumoE1, XL-MS, q-XL-MS, 
PXD012624	.temp.raw	66	23/11/2016 16:26:20	Orbitrap_Lumos	4		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20105	2.1.1565.18	2	1		None	0.500	53584	33594	1-53584	0-155	100-2000	FTMS + p NSI Full ms [300.0000-1700.0000]	FTMS + p NSI Full ms [300.0000-1700.0000]	6042		1	Unknown		GF1	0	3	1	1		Reconstitution of microtubule nucleation in vitro reveals novel roles for Mzt1	PRIDE	Schizosaccharomyces pombe	Orbitrap Fusion Lumos	Leong et al. (2019)	Juri Rappsilber	2019-05-27	2019	05	27	Biological, “MGM” (Mto/Gamma/Mozart) holocomplex, Cross-linking, 
PXD012647	.temp.raw	66	31/07/2018 11:34:21	Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10298	2.1.1565.23	2	1		None	0.500	91600	76058	1-91600	0-135	110-2000	FTMS + p NSI Full ms [350.0000-1400.0000]	FTMS + p NSI Full ms [350.0000-1400.0000]	9995		RA1	Unknown		re5	0	12	3	1		Human lymphoma cell membrane proteomics by Pitchfork strategy	PRIDE	Homo sapiens 	Orbitrap Fusion	Vit et al. (2019)	Jiri Petrak	2019-03-29	2019	03	29	membrane proteins, IMP, lymphoma, SPEG, hPTC, 
PXD012658	.temp.raw	66	08/02/2017 07:39:29	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10213	2.0.1258.15	2	0		None	0.500	68615	29834	1-68615	0-190	91-2000	FTMS + p NSI Full ms [350.0000-1500.0000]	FTMS + p NSI Full ms [350.0000-1500.0000]	33757			Unknown		GB2	0	2	19	1		Proteomic Characterization of Human Dermal Interstitial Fluid	PRIDE	Homo sapiens 	Orbitrap Fusion	Tran et al. (2018)	Trevor Glaros	2019-05-21	2019	05	21	Biological, Interstitial Fluid, ISF, LC-MS/MS, Proteomics, 
PXD012684	.temp.raw	66	13/02/2018 08:19:03	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10194	2.1.1565.24	2	1		None	0.500	71880	63424	1-71880	0.01-179.99	120-2000	FTMS + p NSI Full ms [375.0000-1575.0000]	FTMS + p NSI Full ms [375.0000-1575.0000]	10205		2	Unknown		BA4	0	15	10	1		LC-MSMS of Hordeum vulgare epidermis containing haustoria from Blumeria graminis f.sp. hordei	PRIDE	Hordeum vulgare subsp. vulgare	Orbitrap Fusion	10.3389/fpls.2019.01138	Laurence Bindschedler	2019-11-01	2019	11	01	Hordeum vulgare, Blumeria graminins f.sp. hordei, epidermis, haustorium pl. haustoria, extrahaustorial membrane, extrahaustorial matrix, extrahaustorial complex, biotrophic plant pathogen, fungus, barley, powdery mildew, plant disease
PXD012714	.temp.raw	66	31/07/2017 19:30:51	Orbitrap Fusion	5		Orbitrap Fusion	Orbitrap Fusion	FSN10172	2.0.1258.15	2	0		None	0.500	80336	74680	1-80336	0-119.99	120-2000	FTMS + c NSI Full ms [400.0000-1500.0000]	FTMS + c NSI Full ms [400.0000-1500.0000]	10113		1	Unknown	Ana Uzquiano - IP Ctrl - 10 - 001	BD1	0	5	34	1		Embryonic cortical extract mass spectrometry to identify EML1 interactors	PRIDE	Mus musculus 	Orbitrap Fusion	Uzquiano et al. (2019)	Damarys Loew	2019-06-20	2019	06	20	Biological, Murine, neocortex, development, mass spectrometry, EML1, 
PXD012743	.temp.raw	66	16/03/2017 07:52:58	Orbitrap_Lumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20250	2.0.1258.15	2	0		None	0.500	33489	26192	1-33489	0-90	100-2000	FTMS + p NSI Full ms [350.0000-1500.0000]	FTMS + p NSI Full ms [350.0000-1500.0000]	7284		1	Unknown		BC4	0	1.5	9	1		Pptc7 is an essential phosphatase for promoting mammalian mitochondrial metabolism and biogenesis	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Niemi et al. (2019)	Joshua J. Coon	2019-05-29	2019	05	29	Biological, Pptc7, Mitochondia, Phosphoproteome, 
PXD012797	.temp.raw	66	16/12/2017 18:08:57	Orbitrap_Lumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP12	2.1.1565.23	2	1		None	0.500	31312	24962	1-31312	12.01-119.99	105-1953	FTMS + c NSI Full ms [400.0000-650.0000]	FTMS + c NSI d Full ms2 557.7269@cid35.00 [148.0000-1126.0000]	766		1	Unknown		BE5	0	5	1	1		Validation of a high-performance liquid chromatography-tandem mass spectrometry immunopeptidomics assay for the identification of HLA ligands suitable for pharmaceutical therapies	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Ghosh et al. (2020)	Stefan Stevanovic	2020-01-15	2020	01	15	Immunopeptidome, mass spectrometry, cancer immunotherapy, GMP, LC–MS/MS, validation, 
PXD012853	.temp.raw	66	10/07/2017 22:44:31	Orbitrap Fusion	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP22	2.1.1565.23	2	1		None	0.500	52162	22708	1-52162	0-119.99	99-2000	FTMS + p NSI Full ms [380.0000-1500.0000]	FTMS + p NSI Full ms [380.0000-1500.0000]	23806		BB3	Unknown		BA5	0	5	5	1		Epigenetic homogeneity in histone methylation underlies sperm programming for embryonic transcription	PRIDE	Xenopus laevis (African clawed frog)	Orbitrap Fusion Lumos	Oikawa et al. (2020)	jerome jullien	2020-05-28	2020	05	28	Biological, sperm, epigenetics, programming, LC-MS/MS, ice-ChIP, 
PXD012865	.temp.raw	66	10/10/2018 22:23:33	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.1.1565.24	2	1		None	0.500	12577	3731	1-12577	0-75	110-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	1933			Unknown		BG4	0	5	33	1		Systematic Discovery of Deeply Conserved Plant Protein Complexes	PRIDE	Zea mays 	Orbitrap Fusion	10.1101/815837	Edward Marcotte	2019-10-28	2019	10	28	maize, corn, protein complexes, SEC, 
PXD012969	.temp.raw	66	21/07/2017 17:49:59	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.0.1258.15	2	0		None	0.500	43896	37080	1-43896	0-75	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	8528		1	Unknown		GB9	0	5	42	1		Systematic Discovery of Deeply Conserved Plant Protein Complexes: hemp	PRIDE	Cannabis sativa	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	Biological, hemp, seed, Cannabis sativa, CF-MS, Mixed bed ion exchange, 
PXD012979	.temp.raw	66	14/01/2017 08:15:00	fusionlumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP10	2.0.1258.14	2	0		None	0.500	55164	49381	1-55164	0-103.02	98-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	ITMS + c NSI r d Full ms2 962.8259@cid35.00 [260.0000-2000.0000]	8088		gb1	Unknown		re7	0	1	19	1		Diabetes causes marked inhibition of mitochondrial metabolism in pancreatic β-cells	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Haythorne et al. (2019)	Roman Fischer	2019-04-10	2019	04	10	Biomedical, diabetes, β-cells, islets, pancreas, 
PXD013004	.temp.raw	66	07/06/2017 14:58:58	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.0.1258.15	2	0		None	0.500	20259	12169	1-20259	0-75	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	5137		1	Unknown		GB8	0	5	44	1		Systematic Discovery of Deeply Conserved Plant Protein Complexes, Tomato	PRIDE	Solanum lycopersicum	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	tomato, CF-MS, Solanum lycopersicum, ion exchange, 
PXD013025	.temp.raw	66	16/06/2017 19:57:31	Orbitrap Fusion	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP18	2.0.1258.15	2	0		None	0.500	21103	18277	1-21103	0-40.01	100-2000	FTMS + p NSI Full ms [350.0000-1550.0000]	FTMS + c NSI d Full ms2 811.7460@hcd32.00 [100.0000-2000.0000]	5460		1	Unknown		C1	0	2	2	1		Comparative Transcriptome Combined with Proteome Analyses Revealed Key Factors Involved in Alfalfa (Medicago sativa) Response to Waterlogging Stress	PRIDE	Medicago sativa	Orbitrap Fusion Lumos	Zeng et al. (2019)	Longxing Hu	2019-11-11	2019	11	11	Alfalfa,Waterlogging,Transcriptome,Proteome,Molecular mechanism, 
PXD013034	.temp.raw	66	28/01/2017 10:04:48	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20153	2.1.1565.23	2	1		None	0.500	37154	15917	1-37154	0-120	91-2000	FTMS + c NSI Full ms [350.0000-1400.0000]	FTMS + c NSI Full ms [350.0000-1400.0000]	17914	mpw_trans_PM_03	Sample448	Unknown		c5	0	4	2	0		Epstein-Barr Virus Induced One-Carbon Metabolism Drives B-Cell Transformation	PRIDE	Epstein-barr virus strain p3hr-1, Homo sapiens 	Orbitrap Fusion Lumos	Wang et al. (2019)	Michael Weekes	2019-06-28	2019	06	28	Biomedical, Epstein-Barr virus, herpesvirus, quantitative proteomics, tandem mass tag, host-pathogen interaction, one-carbon metabolism, 
PXD013040	.temp.raw	66	26/07/2017 16:25:34	Orbitrap Fusion	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP21	2.0.1258.15	2	0		None	0.500	37859	31703	1-37859	0-60	105-2000	FTMS + p NSI Full ms [400.0000-1500.0000]	ITMS + c NSI r d Full ms2 1171.9016@cid35.00 [317.0000-2000.0000]	7163			Unknown		27	0	10	3	1		Model data for the evaluation of dependent-peptide visualisation tools	PRIDE	Bos taurus 	Orbitrap Fusion Lumos	Preston et al. (2020)	Claudia S. Maier	2020-06-21	2020	06	21	Technical, Dependent peptides, PTMs, Bos taurus, LC-MSMS, 
PXD013041	.temp.raw	66	18/01/2016 16:56:29	Orbitrap Fusion	1		Orbitrap Fusion	Orbitrap Fusion	FSN10166	2.0.1258.15	2	0		None	0.500	31577	13908	1-31577	0-90	99-2000	FTMS + p NSI Full ms [380.0000-1200.0000]	FTMS + p NSI Full ms [380.0000-1200.0000]	15720		2234 TMT10 SET1 AKTA High-pH fr01	Unknown	Viper Acclaim PepMap C18 25cmX75um, 3um, 100A; Viper Acclaim PepMap C18, 2cmX100um, 5um, 100A trap	B5	0	1	0	1		Study of the Salmonella enterica strains using the TMT-based proteomics	PRIDE	Salmonella enterica subsp. enterica serovar Typhimurium str. SDT1291	Orbitrap Fusion	Kn�ppel, Andersson & N�svall (2020)	Joakim N�svall	2020-02-26	2020	02	26	Biological, Salmonella enterica, bacteria, tandem mass tag, TMT, LC-MS, 
PXD013056	.temp.raw	66	12/02/2017 16:56:15	Orbitrap Fusion	1		Orbitrap Fusion	Orbitrap Fusion	CAL-MP02-1	2.0.1258.15	2	0		None	0.500	66545	52626	1-66545	0-120	110-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	9359		OMDYS-32	Unknown		D7	0	2	25	1		SIRT3 controls brown fat thermogenesis by deacetylation regulation of pathways upstream of UCP1  	PRIDE	Mus musculus 	Orbitrap Fusion	Sebaa et al. (2019)	Michael Downey	2019-04-18	2019	04	18	Brown adipose tissue, Thermogenesis, Thermoregulation, Mitochondria, Uncoupling protein 1, Sirtuin 3, Acetylation, Oxidative phosphorylation, Fatty acid oxidation, Acylcarnitines  , 
PXD013064	.temp.raw	66	15/08/2016 04:32:47	fusionlumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP10	2.0.1258.15	2	0		None	0.500	27712	20427	1-27712	0-105	100-2000	FTMS + p NSI Full ms [197.0777-1500.0000]	FTMS + p NSI Full ms [197.0777-1500.0000]	4167		gb1	Unknown		BE1	0	9	3	1		IDENTIFICATION OF AN UNCONVENTIONAL SUBPEPTIDOME BOUND TO THE BEHÇET’S DISEASE - ASSOCIATED HLA–B*51:01 THAT IS REGULATED BY ENDOPLASMIC RETICULUM AMINOPEPTIDASE 1 (ERAP1)	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Chen et al. (2020)	Nicola Ternette	2020-03-18	2020	03	18	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Biomedical, ERAP1, HLA–B*51:01, BEHÇET’S DISEASE, 
PXD013065	.temp.raw	66	30/11/2016 13:14:25	Orbitrap Fusion	1		Orbitrap Fusion	Orbitrap Fusion	CAL-MP17	2.0.1258.15	2	0		None	0.500	20977	18052	1-20977	0-70	100-2000	FTMS + p NSI Full ms [350.0000-1550.0000]	FTMS + p NSI Full ms [350.0000-1550.0000]	5402		1	Unknown		c1	0	4	0	1		Quantitative phosphoproteomic and physiological analyses provide insights into the formation of the variegated leaf in Catalpa fargesii	PRIDE	Catalpa fargesii	Orbitrap Fusion	Wang et al. (2019)	Junhui Wang	2019-11-11	2019	11	11	Biological, Catalpa fargesii, phosphoproteomics, variegated leaf, regulated mechanism, 
PXD013075	.temp.raw	66	18/10/2017 00:17:17	Orbitrap Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	EXRCA2-MP08	2.1.1565.23	2	1		None	0.500	73500	64066	1-73500	0-149.99	120-2000	FTMS + p NSI Full ms [197.0777-1400.0000]	FTMS + p NSI Full ms [197.0777-1400.0000]	9736		dls_CH9	Unknown		C5	0	3	17	1		KRASG12C inhibition produces a driver-limited state revealing collateral dependencies	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Lou et al. (2019)	John D. Gordan	2020-03-22	2020	03	22	KRAS, lung cancer, pancreatic cancer, 
PXD013080	.temp.raw	66	17/05/2017 23:00:14	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.0.1258.15	2	0		None	0.500	26372	18484	1-26372	0-75	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	5723		1	Unknown		GG1	0	5	6	1		Systematic Discovery of Deeply Conserved Plant Protein Complexes, Quinoa	PRIDE	Chenopodium quinoa	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	Quinoa, Chenopodium quinoa, seed, embryo, ion exchange, CF-MS, co-fractionation mass spec, 
PXD013093	.temp.raw	66	05/07/2016 00:15:46	Orbitrap_Lumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20174	2.0.1258.15	2	0		None	0.500	22429	13409	1-22429	0-75	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	5080		1	Unknown		GC12	0	5	11	1		Systematic Discovery of Deeply Conserved Protein Complexes, Selaginella	PRIDE	Selaginella moellendorffii	Orbitrap Fusion Lumos	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	Biological, Selaginella moellendorffii, Spike moss, CF-MS, cofractionation mass spec, 
PXD013198	.temp.raw	66	23/10/2017 16:24:26	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.1.1565.24	2	1		None	0.500	18078	9681	1-18078	0-74.99	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	3814		1	Unknown		GF9	0	5	43	1		Systematic Discovery of Deeply conse4rved Plant Protein Complexes, soy	PRIDE	Glycine max	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	Soy, Glycine max, size exclusion, CF-MS, 
PXD013214	.temp.raw	66	07/02/2017 08:53:28	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.0.1258.15	2	0		None	0.500	33826	26775	1-33826	0-75.01	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	ITMS + c NSI r d Full ms2 596.1553@cid35.00 [159.0000-1203.0000]	5841		1	Unknown		GD10	0	5	7	1		Systematic Discovery of Deeply Conserved Plant Protein Complexes, Wheat grass	PRIDE	Triticum aestivum 	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	wheat grass, triticum aestivum, size exclusion, CF-MS, 
PXD013221	.temp.raw	66	20/02/2018 03:44:54	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10182	2.1.1565.24	2	1		None	0.500	22220	16194	1-22220	0-82	120-2000	FTMS + p NSI Full ms [360.0000-1500.0000]	FTMS + p NSI Full ms [360.0000-1500.0000]	3216		RA1	Unknown		BC5	0	20	8	1		Massive Proteome Remodelling by HIV Vpr	PRIDE	Homo sapiens 	Orbitrap Fusion	Greenwood et al. (2019)	Paul Lehner	2019-05-01	2019	05	01	HIV, VPR, TMT, 
PXD013264	.temp.raw	66	24/03/2017 04:26:03	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.0.1258.15	2	0		None	0.500	24628	17396	1-24628	0-75	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	5090		1	Unknown		GB6	0	5	31	1		Systematic Discovery of Deeply Conserved Plant Protein Complexes, Arabidopsis seeds	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	Arabidopsis thaliana, seed, CF-MS, ion exchange, ttg1-1, 
PXD013280	.temp.raw	66	16/08/2016 00:16:09	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.0.1258.15	2	0		None	0.500	23611	16122	1-23611	0-75	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	ITMS + c NSI r d Full ms2 986.8831@cid35.00 [266.0000-2000.0000]	5129		1	Unknown		RD5	0	5	27	1		Systematic Discovery of Deeply Conserved Plant Protein Complexes, Wheat germ Isoelectric focusing	PRIDE	Triticum aestivum 	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	Wheat germ, Triticum aestivum, IEF, OFFGEL, isoelectric focusing, CF-MS, cofractionation mass spec, 
PXD013281	.temp.raw	66	17/09/2016 22:47:30	Orbitrap_Lumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20174	2.0.1258.15	2	0		None	0.500	24588	14228	1-24588	0-75	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	5229		1	Unknown		GE8	0	5	30	1		Systematic Discovery of Deeply Conserved Plant Protein Complexes, Broccoli nucleii, isoelectric focusing	PRIDE	Brassica oleracea var. italica	Orbitrap Fusion Lumos	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	Broccoli, Brassica oleracea, nuclear extract, isoelectric focusing, IEF, CF-MS, OFFGEL, 
PXD013282	.temp.raw	66	19/03/2017 15:35:50	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.0.1258.15	2	0		None	0.500	20942	13561	1-20942	0-74.99	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	5459		1	Unknown		GF9	0	5	59	1		Systematic Discovery of Deeply Conserved Plan Protein Complexes, Broccoli leaves	PRIDE	Brassica oleracea var. italica	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	Broccoli, Brassica oleracea var. italica, leaves, CF-MS, IEX, ion exchange, 
PXD013320	.temp.raw	66	16/11/2016 23:55:00	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10249-1	2.0.1258.15	2	0		None	0.500	18380	10332	1-18380	0-75	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	3205		1	Unknown		GA1	0	5	1	1		Systematic Discovery of Plant Protein Complexes, fern	PRIDE	Ceratopteris richardii	Orbitrap Fusion	10.1101/815837	Edward M. Marcotte	2019-10-28	2019	10	28	fern, Ceratopteris richardii, CF-MS, Ion Exchange, Size Exclusion, 
