Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD016401	Definition of functionally and structurally distinct repressive states in the nuclear receptor PPARγ	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Heidari et al. (2019)	Patrick Griffin	2020-01-13	nuclear receptor, PPARγ, protein structure, 
PXD015738	Deletion of intestinal Hdac3 remodels the lipidome of enterocytes and protects mice from diet-induced obesity	PRIDE	Mus musculus 	LTQ Orbitrap Elite	D�valos-Salas et al. (2019)	Prof John Mariadason	2020-01-13	Biological, HDAC3, 
PXD015202	Quantitative Proteomics Reveal an Altered Pattern of Protein Expression in Brain Tissue from Mice Lacking GPR37 and GPR37L1	PRIDE	Mus musculus 	Orbitrap Fusion	Nguyen et al. (2020)	Randy A. Hall	2020-01-13	Mice LFQ GPR37, 
PXD015521	Fidelity of translation initiation is required for coordinated respiratory complex assembly	PRIDE	Mus musculus 	Orbitrap Fusion	Rudler et al. (2019)	Aleksandra Filipovska	2020-01-13	translation, cardiomyopathy, ribosome, RNA-Seq, 
PXD015196	The cytotoxic natural product vioprolide A targets nucleolar protein 14 essential for ribosome biogenesis	PRIDE	Homo sapiens 	Orbitrap Fusion; Q Exactive	Kirsch et al. (2019)	Stephan A. Sieber	2020-01-13	Biomedical, Target identification, LC-MS, AfBPP, Thermal proteome profiling, co-IP, natural product, 
PXD014882	Quantitative proteomics reveals the protective effects of Huangqi decoction against intrahepatic cholestasis by inhibiting NF-κB/IL-6/STAT3 signaling pathwa	PRIDE	Mus musculus 	LTQ Orbitrap Elite	Wu et al. (2019)	Hu Zhou	2020-01-13	Intrahepatic cholestasis, Huangqi decoction, Proteomics, NF-κB, IL-6, STAT3, 
PXD015735	Protein profile of follicular fluid from the heat-stressed cow	PRIDE	Bos taurus 	Orbitrap Fusion Lumos	Rispoli et al. (2019)	J. Lannett Edwards	2020-01-13	LC-MSMS, Follicular Fluid, Bovine, TMT, Heat Stress, 
PXD016160	14-3-3 protects AMPK phosphorylated TET2 from dephosphorylation by PP2A	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Kundu et al. (2020)	James A. Mobley	2020-01-13	TET2, AMPK, 14-3-3, PP2A, Post-translational modification, 5hmC, 
PXD016635	The effect of silibinin on protein expression profile in white adipose tissue of obese rats	PRIDE	Mus musculus 	Orbitrap Fusion Lumos; Q Exactive HF-X	Dataset with its publication pending	Fei Wang	2020-01-13	obese rats,Epididymal adipose tissue,LC-MS/MS,Proteomics,silibinin, 
PXD014076	The phosphoproteome of the coral model system Aiptasia	PRIDE	Exaiptasia pallida	Orbitrap Fusion Lumos; Q Exactive	Simona, Zhang & Voolstra (2019)	Christian Robert Voolstra	2020-01-10	Cnidarian, Coral-model, Aiptasia, DDA, spectral library, DIA/SWATH-MS, quantification, 
PXD014593	pFAIMS: An optimized workflow for quantitative multiplexed phosphorylation analysis using high-Field Asymmetric waveform Ion Mobility Spectrometry (FAIMS)	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Orbitrap Fusion	Dataset with its publication pending	Joao A. Paulo	2020-01-10	phosphorylation, FAIMS, Lumos, TMT, isobaric, SL-TMT, 
PXD015220	Label-free quantitative proteomics versus antibody-based assays to measure neutrophil derived enzymes in saliva	PRIDE	Homo sapiens 	LCQ Classic; Orbitrap Fusion	Silbereisen et al. (2019)	Nagihan Bostanci	2020-01-10	Huamn experimental gingivitis, saliva, 
PXD012131	Proteomic Atlas of the Human Brain in Alzheimer’s Disease	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	McKetney et al. (2019)	Joshua J Coon	2020-01-09	Biomedical, human, brain, Alzheimer's, neurodegeneration, 
PXD016846	Mass spectrometry-based characterization of Toxoplasma gondii MORC interactome	PRIDE	Toxoplasma gondii RH, Toxoplasma gondii PRU	LTQ Orbitrap Velos; Q Exactive	Farhat et al. (2020)	Virginie Brun	2020-01-09	Biomedical, Toxoplasma gondii, TGME49_305340, co-immunoprecipitation, nanoLC-MS/MS, 
PXD014566	Identification of candidate interactors of Bacillus subtilis rhomboid protease YqgP	PRIDE	Bacillus subtilis subsp. subtilis str. 168	LTQ Orbitrap Velos	Began et al. (2020)	Virginie Brun	2020-01-09	Intramembrane protease, rhomboid protease, lipid membrane, proteostasis, transporter, co-immunoprecipitation, LC-MS/MS, 
PXD016661	FAM134B oligomerization drives ER membrane scission for ER-phagy	PRIDE	Homo sapiens 	LTQ Orbitrap Velos; TripleTOF 5600	Jiang et al. (2020)	Qiming Sun	2020-01-09	ER-phagy, FAM134B oligomerization, membrane fragmentation, ER stress, CAMK2B, 
PXD015337	Therapeutic miR-132 inhibition reverses heart failure	PRIDE	Rattus norvegicus 	Orbitrap Fusion Lumos	Dataset with its publication pending	Manuel Mayr	2020-01-09	Calcium Cycling/Excitation-Contraction Coupling, Contractile Function, Myocardial Biology, Translational Studies, Myocardial Infarction, 
PXD013928	Proteome-wide Cross-linking mass spectrometry	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Yugandhar et al. (2019)	Haiyuan Yu	2020-01-09	Human, 
PXD016600	Human NEK10 knockout airway ALI Fe-IMAC-MSMS	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Chivukula et al. (2020)	David M. Sabatini	2020-01-09	Human, airway, NEK10, phosphoproteomics, 
PXD014553	Comprehensive Identification of Soybean Long Non-coding RNAs Reveals a Subset of Small Peptide-Coding Transcripts	PRIDE	Glycine max (Glycine hispida)	Orbitrap Fusion Lumos	Lin et al. (2019)	Sai Ming Ngai	2020-01-09	Biological, Soybean, long non-coding RNA, small peptide, transcriptomics, proteomics, 
PXD009834	Mitochondrial Network Organization during Neuronal Reprogramming, MT_UDF_SEC	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Moutaoufik et al. (2019)	Mohan Babu	2020-01-09	Biological, Biochemical fractionation, CI and CIV deficiencies, Differentiated neuronal cells, Human NTera2 embryonal carcinoma stem cells, Mass Spectrometry, Mitochondrial proteins, Mitochondrial interaction landscape,
PXD009833	Mitochondrial Network Organization during Neuronal Reprogramming, MT_DF_SEC	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Moutaoufik et al. (2019)	Mohan Babu	2020-01-09	Biological, Biochemical fractionation, CI and CIV deficiencies, Differentiated neuronal cells, Human NTera2 embryonal carcinoma stem cells, Mass Spectrometry, Mitochondrial proteins, Mitochondrial interaction landscape,
PXD009831	Mitochondrial Network Organization during Neuronal Reprogramming, MT-DF-WAX	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Moutaoufik et al. (2019)	Mohan Babu	2020-01-09	Biochemical fractionation, CI and CIV deficiencies, Differentiated neuronal cells, Human NTera2 embryonal carcinoma stem cells, Mass Spectrometry, Mitochondrial proteins, Mitochondrial interaction landscape, Proteomics, Protein complexe
PXD009832	Mitochondrial Network Organization during Neuronal Reprogramming, MT_UDF_WAX	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Moutaoufik et al. (2019)	Mohan Babu	2020-01-09	Biological, Biochemical fractionation, CI and CIV deficiencies, Differentiated neuronal cells, Human NTera2 embryonal carcinoma stem cells, Mass Spectrometry, Mitochondrial proteins, Mitochondrial interaction landscape,
PXD016726	Characterization of Macrophage Galactose-type Lectin (MGL) ligands in colorectal cancer cell lines	PRIDE	Homo sapiens 	Orbitrap Fusion	Sahasrabudhe et al. (2018)	Paul J. Hensbergena	2020-01-09	: Glycoproteomics, C-type lectin, colorectal cancer, LacdiNAc, Tn antigen, 
PXD014238	Quantitative proteome analysis of the Arabidopsis thaliana N-degron pathway E3 ligase mutant, prt1-1.	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	Orbitrap Fusion Lumos	Till et al. (2019)	Hongtao Zhang	2020-01-09	Arabidopsis, N-degron pathway PRT1 leaves TMT- labelling, 
PXD016219	LZY-interacting proteins in Arabidopsis	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	LTQ Orbitrap	Furutani et al. (2020)	Miyo Terao Morita	2020-01-09	LZY, gravitropism, Arabidopsis, 
PXD015425	CFAP43 interactome mouse testis	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Rachev et al. (2019)	Dr. Karsten Boldt	2020-01-09	Biological, Mouse, protein complexes, interactome, 
PXD014175	A chemical proteomic analysis of illudin-interacting proteins	PRIDE	Homo sapiens 	Orbitrap Fusion	Le et al. (2019)	Stephan A. Sieber	2020-01-09	Biological, Activity based protein profiling, illudins, 
PXD015963	Comparative phosphorylation map of Dishevelled 3 links phospho-signatures to biological outputs.	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Han�kov� et al. (2019)	Zbynek Zdrahal	2020-01-09	Dishevelled/DVL3/phosphorylation/kinase/mass spectrometry/CK1/TTBK2/NEK2/Wnt, 
PXD014608	PCT-assisted mass spectrometric quantification of gingival tissue reveals dynamics of protein synthesis during initiation and progression of inflammatory disease	PRIDE	Mus musculus 	Orbitrap Fusion	Bao et al. (2019)	Professor Nagihan Bostanci	2020-01-09	Gingival tissue, experimental periodontitis, gingival inflammation, periodontitis, PCT, pressure cycling technology, proteome, label-free quantitation, 
PXD014478	Comparative proteomic profiling of methicillin-susceptible and resistant Staphylococcus aureus	PRIDE	Staphylococcus aureus	LTQ Orbitrap Elite	Xu et al. (2019)	Hermine V Mkrtchyan	2020-01-09	Comparative proteomics, MRSA, MSSA, 
PXD015362	Proteomic profiling of murine ocular surface during Pseudomonas aeruginosa infection	PRIDE	Mus musculus , Pseudomonas aeruginosa PAO1	Orbitrap Fusion Lumos	Yeung, Gadjeva & Geddes-McAlister (2019)	Jennifer Geddes-McAlister, PhD	2020-01-09	quantitative proteomics, neutrophils, eye wash, Pseudomonas aeruginosa, cornea, 
PXD016428	Glyco-CPLL: an integrated method for in-depth and comprehensive N-glycoproteome profiling of human plasma	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zhang et al. (2019)	Yong Zhang	2020-01-09	Mass Spectrometry, Papillary Thyroid Carcinoma, N-glycoproteomics, Combinatorial Peptide Ligands Library, 
PXD014643	Exploring targeted degradation strategy for oncogenic KRASG12C	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zeng et al. (2019)	Eric Fischer	2020-01-09	KRAS, oncogene, cancer PROTAC, CRBN, ubiquitin, crl4, 
PXD015466	Interactome of AMPK complex study using TAP-MS	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Chen et al. (2020)	Junjie Chen	2020-01-09	AMPK, Interactome, TAP, 
PXD014646	Exploring targeted degradation strategy for oncogenic KRASG12C	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zeng et al. (2019)	Eric Fischer	2020-01-09	KRAS, oncogene, cancer PROTAC, CRBN, ubiquitin, crl4, 
PXD014549	Exploring targeted degradation strategy for oncogenic KRASG12C	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zeng et al. (2019)	Eric Fischer	2020-01-09	KRAS, oncogene, cancer PROTAC, CRBN, ubiquitin, crl4, 
PXD017016	The characterization of column heating effect in nano-flow liquid chromatography mass spectrometry (nanoLC-MS)-based proteomics	iProX	Homo sapiens	Orbitrap Fusion	Li et al. (2019)	Minjia Tan	2020-01-08	Proteomics, Column heating, Nano flow liquid chromatography, Mass spectrometry, 
PXD015733	Quantitative In Vivo Proteomics of Metformin Response in Liver Reveals AMPK-Dependent and -Independent Signaling Networks	MassIVE	Mus musculus	LTQ Orbitrap Elite; LTQ Orbitrap Velos	Stein et al. (2019)	John R. Yates III	2020-01-08	metformin, diabetes, cancer, aging, AMPK, LKB1, liver, kinase, 14-3-3, SILAM, proteomics, PKD, MK2, STIM1, STIM2, calcium, 
PXD014664	Proteomic analysis of septic renal acute phase response	PRIDE	Mus musculus 	LTQ Orbitrap Velos	R�ka et al. (2019)	Marko Fonovic	2020-01-08	mouse, kidney, sepsis, lipopolysaccharide, LC-MS/MS, 
PXD014760	LC-MS/MS based comparative proteomics of floral nectars reveal different mechanisms involved in floral defense of Nicotiana spp. P. hybrida and D. stramonuim	PRIDE	Nicotiana forgetiana, Nicotiana langsdorffii, Nicotiana africana, Nicotiana x sanderae, Nicotiana paniculata, Nicotiana noctiflora, Nicotiana bonariensis, Nicotiana alata, Datura stramonium, Nicotiana quadrivalvis, Nicotiana glutinosa, Nicotiana plumbagin	LTQ Orbitrap Velos	Silva et al. (2019)	Robert Thornburg	2020-01-07	LC-MS/MS, Nicotiana, Nectar, Floral defense, Nectar Redox Cycle, 
PXD016521	Proteomic analysis of ∆4-CYB complex III mutant cybrids	PRIDE	Homo sapiens 	Q Exactive; LTQ Orbitrap	Dataset with its publication pending	Massimo Zeviani	2020-01-07	Human, Mitochondria, 
PXD015442	Rat plasma proteomics using single-shot proteomics	PRIDE	Rattus norvegicus 	Orbitrap Fusion Lumos	Dataset with its publication pending	Karl-Gustav Ruggeberg	2020-01-07	Rat, plasam, single-shot, 
PXD016590	Desulfoluna protein expression analysis	PRIDE	Desulfoluna spongiiphila	Orbitrap Fusion	Dataset with its publication pending	Prof. Dr. Lorenz Adrian	2020-01-07	Biological, Bromophenols, Desulfoluna, 
PXD014455	A sulfur-containing volatile emitted by potato-associated bacteria confers protection against late blight through direct anti-oomycete activity	PRIDE	Phytophthora infestans	LTQ Orbitrap Velos	Chinchilla et al. (2019)	Katharina Riedel	2020-01-07	Biological, Phytophthora infestans, sulfuor-containg VOCs, proteomics, 
PXD015203	Quantitative Proteome Responses to Oncolytic Reovirus in GM-CSF and M-CSF-Differentiated Bone Marrow-Derived Cells	PRIDE	Mus musculus 	Orbitrap Fusion	Giacomantonio et al. (2019)	Shashi A Gujar	2020-01-07	Antigen presentation/processing, anti-viral immune response, cell differentiation, macrophages, oncolytic viruses, quantitative proteomics, reovirus, viral defense, 
PXD016125	The heat shock response relies on orthogonal mechanisms to maintain protein homeostasis in yeast	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion	M�hlhofer et al. (2019)	Johannes Buchner	2020-01-07	heat shock response, aggregation, chaperones, proteome, 
PXD016325	Integrating serum protein electrophoresis with mass spectrometry, a new workflow for M-protein detection and quantification	PRIDE	Homo sapiens 	Q Exactive; Orbitrap Fusion	Zajec et al. (2020)	Theo Luider	2020-01-07	serum protein electrophoresis, immunofixation electrophoresis, targeted mass spectrometry, multiple myeloma, M-protein, 
PXD016570	Plasma proteome profiling of freshwater and seawater life stages of rainbow trout (Oncorhynchus mykiss)	PRIDE	Oncorhynchus mykiss	LTQ Orbitrap	Morro et al. (2020)	Amaya Albalat	2020-01-07	Rainbow trout, smoltification, seawater, adaptation, freshwater, fish, salmonid, 
PXD013786	Paradoxical mitotic exit induced by a small molecule inhibitor of APC/C Cdc20	PRIDE	Homo sapiens 	Q Exactive; Orbitrap Fusion	Richeson et al. (2020)	Joao A. Paulo	2020-01-07	CDC20, mitosis, Apcin, 
PXD016484	Concentration determination of >200 proteins in dried blood spots for biomarker discovery and validation	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Christoph H. Borchers	2020-01-06	dired blood spot, 
PXD011347	LC-MS/MS analyses of human PDAC cell lines after treatment with a new SUMO inhibitor	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Dataset with its publication pending	Prof. Dr. Ulrich Keller	2020-01-06	Biomedical, Pancreatic cancer, SUMO, MYC, LC-MS/MS, 
PXD016939	Identification of the MSCs secretome	iProX	Homo sapiens	Orbitrap Fusion	Dataset with its publication pending	Pingping Shen	2020-01-05	UC-MSCs SECRETOME, 
PXD012922	Upregulation of CD73 Confers Acquired Radioresistance and Is Required for Maintaining EMT in the Pancreatic Cancer Cells that Survive Fractionated Irradiation	PRIDE	Homo sapiens 	LTQ Orbitrap	Nguyen et al. (2019)	Yuchun Du	2020-01-04	Cancer (B/D-HPP), Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Biomedical, Pancreatic cancer, radioresistance, CD73, apoptosis, EMT, 
PXD016890	Effects of mobile phone electromagnetic radiation on rat hippocampus proteome	MassIVE	Rattus norvegicus	LTQ Orbitrap Velos	no publication	Dr. Ranjan Kumar Nanda	2020-01-02	Mobile phone, Electromagnetic Radiation, Hippocampus, Proteome, iTRAQ , 
PXD014189	The heat shock response in yeast is modular and maintains protein homeostasis via distinct mechanisms	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion; Q Exactive Plus	M�hlhofer et al. (2019)	Johannes Buchner	2020-01-02	heat shock response, phase transition, chaperones, proteome, LFQ, SILAC, 
PXD016183	Phosphoproteomics reveals key regulatory kinases and modulated pathways involved in tumorigenesis of ovarian cancer	iProX	Homo sapiens	Orbitrap Fusion	Hu et al. (2020)	Jinghe Lang	2020-01-01	ovarian cancer, phosphoproteomics, Ti4+-IMAC, kinases, biomarker, 
PXD013717	CmDnm1, in vitro phosphorylation by CmAUR	jPOST	Cyanidioschyzon merolae	LTQ Orbitrap Velos	Dataset with its publication pending	Sachihiro Matsunaga	2019-12-27	Cyanidioschyzon merolae, CmDnm1, CmAUR, phosphorylation, 
PXD014805	Extended snake venomics on the newly discovered subspecies Vipera anatolica senliki	MassIVE	Vipera anatolica senliki	LTQ Orbitrap XL	no publication	Benjamin-Florian Hempel	2019-12-20	Anatolian Meadow viper, Bottom-up, In-source decay, Intact mass profiling, Snake venomics, Transcriptomics, Top-down, Vipera anatolica senliki, Viperidae, 
PXD016224	Characterization of the NTSR1-Arr2 complex	PRIDE	Homo sapiens 	timsTOF Pro; Orbitrap Fusion	Dataset with its publication pending	Brian K. Kobilka	2019-12-19	crosslinking, GPCR, arresin, 
PXD014895	Characterization of the CORVET complexes of Tetrahymena thermophila	PRIDE	Tetrahymena thermophila CU428	LTQ Orbitrap Velos	Dataset with its publication pending	Martin Zoltner	2019-12-19	endolysosomal tethers, Tetrahymena thermophila, CORVET, ciliata, 
PXD001057	Phosphoproteomic analysis of osmotic stress response in Arabidopsis	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	LTQ Orbitrap	Stecker, Minkoff & Sussman (2014)	Michael R. Sussman	2019-12-19	Biological, Phosphorylation Arabidopsis stress, 
PXD007768	SILAC-based proteomic approach to delineate molecular alterations associated with erlotinib resistance in head and neck squamous cell carcinoma	PRIDE	Homo sapiens 	Orbitrap Fusion	Jain et al. (2019)	Harsha Gowda	2019-12-18	Biomedical, EGFR-tyrosine kinase inhibitor resistance, signaling pathways, mass spectrometry, quantitative proteomics, head and neck cancer, 
PXD007785	Genetic aberrations in MAP kinase pathway play an important role in erlotinib resistance in head and neck cancer	PRIDE	Homo sapiens 	Orbitrap Fusion	Jain et al. (2019)	Harsha Gowda	2019-12-18	Biomedical, EGFR-tyrosine kinase inhibitor resistance, signaling pathways, mass spectrometry, quantitative phosphoproteomics, head and neck cancer, 
PXD012093	Hematopoietic stem cells (HSCs)	jPOST	Mus musculus 	Orbitrap Fusion Lumos	Dataset with its publication pending	Toshio Kitamura	2019-12-18	hematopoietic stem cells, 
