Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD018208	Glycopeptide Relative Retention Time Prediction	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive	Klein & Zaia (2020)	Joseph Zaia	2020-04-01	Glycoproteomics, 
PXD016217	O-Acetylated chemical reporters of glycosylation can display metabolism-dependent background labeling of proteins but are generally reliable tools for the identification of glycoproteins	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Darabedian et al. (2020)	Christina Woo	2020-03-31	O-GlcNAc modifications, Ac44AzGal, Ac42AzMan, IsoTag, 
PXD016004	Neuronal proteome dynamics during homeostatic scaling.	PRIDE	Rattus norvegicus 	Orbitrap Fusion Lumos	D�rrbaum et al. (2020)	Julian Langer	2020-03-31	Biological, proteome remodelling, proteome turnover, dynamic SILAC, homeostatic scaling, synaptic plasticity, 
PXD018241	Characterisation of the transcriptome and proteome of SARS-CoV-2 using direct RNA sequencing and tandem mass spectrometry reveals evidence for a cell passage induced in-frame deletion in the spike glycoprotein that removes the furin-like cleavage site.	PRIDE	Chlorocebus sabaeus	Orbitrap Fusion Lumos	Dataset with its publication pending	David A. Matthews	2020-03-31	Human, SARS-CoV-2, Coronavirus, Multiomics, 
PXD017803	A Triple KnockOut Isobaric-labelling Quality Control Platform in an Integrated On-line Database Search	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos; Orbitrap Fusion	Gygi et al. (2020)	Joao A. Paulo	2020-03-31	TKO standard, ion interference, TMT, iTRAQ, SPS-MS3, TVT, Shiny application, 
PXD016760	Proteomic analysis of the shell organic matrix of Spondylus Gaederopus	PRIDE	Spondylus gaederopus	Orbitrap Fusion	Sakalauskaite et al. (2020)	Fr�d�ric Marin	2020-03-31	Shell proteins, biomineralization, mollusc shells, proteomics, 
PXD017317	Polypharmacological perturbation of the 14-3-3 adaptor protein interactome stimulates neurite outgrowth	PRIDE	Rattus norvegicus 	Orbitrap Fusion	Kaplan et al. (2020)	Nicolas Bisson	2020-03-30	Polypharmacology, axon, 14-3-3, regeneration, Rap1, 
PXD018179	Differential expression pattern of the proteome in response to cadmium stress based on proteomics analysis of wheat roots	PRIDE	Triticum aestivum 	Orbitrap Fusion Lumos	Dataset with its publication pending	Lingjian Ma	2020-03-30	Cd stress, wheat roots, chemical forms, proteomics analysis, 
PXD017545	N-linked glycosylation of recombinant soluble ectodomain of HKU1 haemagglutinin esterase	PRIDE	Human coronavirus HKU1	Orbitrap Fusion ETD	Hurdiss et al. (2020)	Joost Snijder	2020-03-29	glycosylation, coronavirus, structure, EThcD, 
PXD012810	Systematic Discovery of Deeply Conserved Plant Protein Complexes	PRIDE	Cocos nucifera	Orbitrap Fusion Lumos	McWhite et al. (2020)	Edward M. Marcotte	2020-03-26	Biological, cocos nucifera, coconut, nucleus, 
PXD016554	An experimentally generated peptide database increases the sensitivity in XL-MS of complex samples	PRIDE	Homo sapiens , Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos; Q Exactive	Parfentev et al. (2020)	Henning Urlaub	2020-03-26	Technical, Biological, XL-MS, Cross-linking, Peptide database, 20 S proteasome, TFIIH, PolII, Bacillus subtilis, Bacillus cereus, 
PXD016815	Reactive oxygen species (ROS) production triggers unconventional secretion of antioxidant enzymes	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Cruz-Garcia et al. (2020)	Amy Curwin	2020-03-26	proteomics, ROS, yeast, 
PXD017060	N-Glycosylation of the Epidermal Growth Factor Receptor (EGFR) Derived from Human Oral Squamous Carcinoma Cells with beta-Catenin/CREB-Binding Protein (CBP) Inhibition	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; 6550 iFunnel Q-TOF LC/MS; Q Exactive	Chandler et al. (2020)	Catherine E Costello	2020-03-26	Human, LC-MS/MS, EGFR, epidermal growth factor receptor, OSCC, oral squamous cell carcinoma, head and neck cancer, CAL27, HSC-3, beta-catenin/CBP inhibition, CREB-binding protein, glycopeptide, glycoproteomics, 
PXD016148	Fast and robust proteome screening platform identifies neutrophil extracellular trap formation in the lung in response to cobalt ferrite nanoparticles	PRIDE	Mus musculus 	Orbitrap Fusion Lumos; Q Exactive	Billing et al. (2020)	Frank Kjeldsen	2020-03-26	BALF, bronchoalveolar lavage fluid, nanoparticles, murine, mouse, iron cobalt oxide nanoparticles, metal oxide nanoparticles, lung, label-free, TMT, clinical proteomics, 
PXD014199	Phosphorylation of multiple proteins involved in ciliogenesis by Tau Tubulin kinase 2	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; LTQ Orbitrap Elite	Bernatik et al. (2020)	Zbynek Zdrahal	2020-03-25	TTBK2, phosphorylation, mass spectrometry, CEP164, CEP83, CEP89, CCDC92, Rabin8, DVL3, 
PXD014452	Histone acetyltransferase 2 links H4 acetylation, H2A.Z deposition and transcription start site-choice in African trypanosomes	PRIDE	Trypanosoma brucei	Orbitrap Fusion	Kraus et al. (2020); ElBashir et al. (2015)	Prof. T. Nicolai Siegel	2020-03-24	histone acetylation H2A.Z transcription trypanosome, 
PXD015507	Identification of CTPS1 Filament Interacting Proteins_2019 dataset	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Chakraborty et al. (2020)	Jau-Song Yu	2020-03-24	CTPS1, APEX2, TMT6 labeling, LC-MS/MS, 
PXD013445	The effect of very-high-molecular-mass hyaluronan (vHMM-HA) on CD44 protein-protein interactions.	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Takasugi et al. (2020)	Vera Gorbunova / Andrei Seluanov	2020-03-24	Naked mole rat / hyaluronan / CD44, 
PXD016731	Rhein, a novel Histone Deacetylase (HDAC) inhibitor with antifibrotic potency in human myocardial fibrosis	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Barbosa et al. (2020)	Birgit Knebel	2020-03-22	Biomedical, Cardiac remodeling, fibrosis, HDAC inhibition, hypoxia, secretome, Lumos, DIA, Spectronaut, 
PXD013075	KRASG12C inhibition produces a driver-limited state revealing collateral dependencies	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Lou et al. (2019)	John D. Gordan	2020-03-22	KRAS, lung cancer, pancreatic cancer, 
PXD013220	Quantitative Proteomics to Study Aging in Rabbit Liver	PRIDE	Oryctolagus cuniculus	Orbitrap Fusion Lumos	Amin & Robinson (2020)	Ren� AS Robinson	2020-03-19	Biology/Disease-Driven Human Proteome Project (B/D-HPP), cPILOT, enhanced multiplexing, aging, liver, quantitative proteomics, rabbit, metabolism, 
PXD016940	TMTpro16plex Isobaric Labeling Reagents: Attaining New Sample Multiplexing Heights and New Cellular Proteome Depths in Quantitative Proteomics	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Li et al. (2020)	Steven P. Gygi	2020-03-19	Technical, Human, cell lines, SPS-MS3, TMTpro, proteomics, 
PXD016529	Nucleolin uses its RBD2 domain to recognize long-loop G-Quadruplexes from human minisatellite CEB25	PRIDE	Homo sapiens 	Orbitrap Fusion	Saha et al. (2020)	Damarys Loew	2020-03-19	Nucleolin, G-Quadruplex, RNA binding domain, RGG domain, long loop, proteomics, photo-crosslinking, G4-ligands, 
PXD009952	Maximally-multiplexed proteome quantification platform for isotopic metabolic and chemical labeling	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive	Choi et al. (2020)	Jong-Seo Kim	2020-03-19	Protein Quantification, Quantification, SILAC, Diethylation, SILAC-6plex, DE-6plex, Heat shock response, Heat shock, HeLa cell, 
PXD016406	Intact N-glycopeptides and proteomics from HCC tissue tumors with low and high AFP concentrations	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zhao et al. (2020)	Sun Lab	2020-03-19	Hepatocellular carcinoma, proteomics, intact glycopeptide, mass spectrometry, 
PXD017382	How paired PSII-LHCII supercomplexes mediate the stacking of plant thylakoid membranes unveiled by integrative structural mass-spectrometry	PRIDE	Pisum sativum (Garden pea)	Q Exactive HF; Orbitrap Fusion	Albanese et al. (2020)	Richard Scheltema	2020-03-19	Top-down RP-LC-MS/MS, CX-MS, PSII, photosystem, chlorophyll-binding proteins, crosslinking, DSSO, EDC, plant proteomics, acetylation, 
PXD014369	TMTpro16plex Isobaric Labeling Reagents: Attaining New Sample Multiplexing Heights and New Cellular Proteome Depths in Quantitative Proteomics	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive	Li et al. (2020)	Steven P. Gygi	2020-03-19	TMTpro16plex, quantitative proteomics, real-time search, 
PXD017605	SWATH proteome for the coral reef fish, Acanthochromis polyacanthus, under ocean acidification and ocean warming	PRIDE	Acanthochromis polyacanthus	Orbitrap Fusion Lumos	Monroe et al. (2020)	Timothy Ravasi	2020-03-19	SWATH, spectral library, fish, coral reef, differential expression, proteome, 
PXD015726	Reanalysis of NOD mouse insulin granule and secreted peptidome data	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Wan et al. (2020)	Cheryl Lichti	2020-03-19	mouse, type 1 diabetes, hybrid insulin peptides, 
PXD013592	The jasmonate regulome: Reconstructing a hormone signalling pathway from transcription factor activity to phenotypic outputs	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	Orbitrap Fusion Lumos	Zander et al. (2020)	Joseph R. Ecker	2020-03-19	Arabidopsis thaliana, Jasmonic acid, MYC2, regulome, 
PXD016776	Comprehensive chemical proteomics for target deconvolution of the redox active drug auranofin	PRIDE	Homo sapiens 	Orbitrap Fusion; Q Exactive Plus	Dataset with its publication pending	Roman Zubarev	2020-03-19	Auranofin, cancer, chemotherapeutic, compound, database, drug, expression, mass spectrometry, proteomics, resource, thioredoxin reductase, NFKB2, CHORDC1, HCT116, A375, RKO, 
PXD013064	IDENTIFICATION OF AN UNCONVENTIONAL SUBPEPTIDOME BOUND TO THE BEHÇET’S DISEASE - ASSOCIATED HLA–B*51:01 THAT IS REGULATED BY ENDOPLASMIC RETICULUM AMINOPEPTIDASE 1 (ERAP1)	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Chen et al. (2020)	Nicola Ternette	2020-03-18	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Biomedical, ERAP1, HLA–B*51:01, BEHÇET’S DISEASE, 
PXD016718	BRAWNIN: A sORF-encoded Peptide Essential for Vertebrate Mitochondrial Complex III	PRIDE	Mus musculus , Danio rerio (Brachydanio rerio)	Orbitrap Fusion Lumos	Zhang et al. (2020)	David Stroud	2020-03-18	sORF, mitochondria, OXPHOS, uORF, zebrafish, 
PXD017743	Molecular profiling of driver events in metastatic uveal melanoma	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Karlsson et al. (2020)	Carina Sihlbom	2020-03-18	uveal melanoma, metastasis, BAP1, 
PXD017066	Improving identification of in-organello protein-protein interactions using an affinity-enrichable, isotopically-coded, and mass spectrometry-cleavable chemical crosslinker	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos; Q Exactive HF	Dataset with its publication pending	Christoph H. Borchers	2020-03-17	Biological, cross-linking, yeast, mitochondria, 
PXD014055	Improving identification of in-organello protein-protein interactions using an affinity-enrichable, isotopically-coded, and mass spectrometry-cleavable chemical crosslinker	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Q Exactive HF; Orbitrap Fusion Lumos	Dataset with its publication pending	Christoph H. Borchers	2020-03-17	cross-linking, yeast, mitochondria, 
PXD016158	Quantification of exercise-regulated ubiquitin-signalling	PRIDE	Homo sapiens 	Q Exactive; Orbitrap Fusion	Parker et al. (2020)	Benjamin Parker	2020-03-17	exercise, ubiquitin, proteomics, 
PXD014962	TMT-based study of yeast metabolism and translation under nitrogen limitation	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion ETD	Yu et al. (2020)	Jens Nielsen	2020-03-13	Yeast, metabolism, tandem mass tag, TMT, Orbitrap Fusion, 
PXD015025	Absolute Quantification of Yeast Proteins Using Synthetic Peptide Standards and TMT labeling	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion	Yu et al. (2020)	Jens Nielsen	2020-03-13	Tandem mass tag, TMT, absolute quantification, synthetic peptides, standard peptides, Orbitrap Fusion, yeast, Saccharomyces cerevisiae, 
PXD016497	H3 N-terminal tail peptide interactome	PRIDE	Xenopus laevis (African clawed frog)	Orbitrap Fusion	Sitbon et al. (2020)	Damarys Loew	2020-03-13	Histone variant, H3.3S31, Xenopus laevis, development, 
PXD015408	The pancreatic islet MHC-II peptidome identifies key features of autoimmune peptides	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Wan et al. (2020)	Cheryl Lichti	2020-03-12	NOD mouse, MHC-II peptidome, spleen, pLN, islets, hybrid insulin peptides, 
PXD014584	Yeast Nuclear Large Scale Cross-linking MS	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Bartolec et al. (2020)	Marc R. Wilkins	2020-03-12	Yeast, XL-MS, DSSO, nucleus, crosslinking, 
PXD014847	Isoform-resolved Correlation Analysis Between mRNA Abundance Dynamics and Protein Level Degradation	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Salovska et al. (2020)	Yansheng Liu	2020-03-11	DIA mass spectrometry, Protein turnover, Pulsed SILAC, Alternative splicing, Protein isoform, Correlation analysis, 
PXD017238	Structural Basis for CAL1-Mediated Centromere Maintenance	PRIDE	Drosophila melanogaster (Fruit fly)	Orbitrap Fusion Lumos	Medina-Pritchard et al. (2020)	Juri Rappsilber	2020-03-10	CAL1/CENP-A/CENP-C/centromeres/chromosome segregation, 
PXD017650	A systematic, label-free method for identifying RNA-associated proteins in vivo provides insights into vertebrate ciliary beating - RNA DIF-FRAC Xenopus laevis Animal Cap explants Replicate 2	PRIDE	Xenopus laevis (African clawed frog)	Orbitrap Fusion Lumos	Drew et al. (2020)	Edward Marcotte	2020-03-10	RNA DIF-FRAC, ribonucleoprotein complex, differential fractionation, Xenopus laevis, animal cap explant, 
PXD017659	A systematic, label-free method for identifying RNA-associated proteins in vivo provides insights into vertebrate ciliary beating - RNA DIF-FRAC Xenopus laevis Animal Cap explants Replicate 1	PRIDE	Xenopus laevis (African clawed frog)	Orbitrap Fusion	Drew et al. (2020)	Edward Marcotte	2020-03-10	RNA DIF-FRAC, ribonucleoprotein complex, differential fractionation, Xenopus laevis, animal cap explant, 
PXD017425	Transferrin receptor is a specific ferroptosis marker	PRIDE	Homo sapiens 	Orbitrap Fusion	Feng et al. (2020)	Brent R. Stockwell	2020-03-10	Antigen, Ferroptosis, IP-MSMS, 
PXD017020	Crosslinking mass spectrometry (CLMS) analysis of monoubiquitinated FANCD2-FANCI complex	PRIDE	Gallus gallus 	Orbitrap Fusion Lumos	Alc�n et al. (2020)	Juri Rappsilber	2020-03-09	Biological, crosslinking mass spectrometry, FANCD2-FANCI comple, monoubiquitination, fanconi anemia pathway, 
PXD017806	Mapping RNA interactions of human ATRX with RepA fragment of Xist	PRIDE	Homo sapiens 	Orbitrap Fusion; LTQ Orbitrap Elite	Ren et al. (2020)	Roberto Bonasio	2020-03-09	RBRID, RNA-protein interactions, RNA-binding, 
PXD015623	Quantitative proteomics of iron limitation in Klebsiella pneumoniae	PRIDE	Klebsiella pneumoniae	Orbitrap Fusion Lumos	Muselius et al. (2020)	Jennifer Geddes-McAlister	2020-03-09	Quantitative proteomics, iron limitation, Klebsiella pneumoniae, secretome, Lon protease, 
PXD009261	A proteomic landscape of the human cornea	PRIDE	Homo sapiens 	Orbitrap Fusion	Subbannayya et al. (2020)	T. S. Keshava Prasad	2020-03-09	Biological, Biomedical, Eye proteome, omics technology, protein abundance, tandem mass spectrometry, protein profiling, 
PXD015307	Quantitative profiling of protein sulfhydrome by the BTA-TMT	PRIDE	Mus musculus , Rattus norvegicus , Homo sapiens 	Orbitrap Fusion Lumos; LTQ Orbitrap Velos	Gao et al. (2020)	Belinda Willard	2020-03-09	Cysteine sulfhydration, TMT,, 
PXD017482	A High Resolution Mass Spectrometry Study Reveals the Potential of Disulfide Formation in Human Mitochondrial Voltage-Dependent Anion Selective Channel Isoforms (hVDACs)	PRIDE	Homo sapiens 	Orbitrap Fusion	Pittal� et al. (2020)	Salvatore Foti	2020-03-09	Cysteine over-oxidation, mitochondria, Orbitrap Fusion Tribrid, hydroxyapatite, mitochondrial intermembrane space, outer mitochondrial membrane, post-translational modification, 
PXD012802	TMT and Label-Free Quantification of Yeast Mitochondrial and Cellular Proteome During Different Stages of Growth	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion	Di Bartolomeo et al. (2020)	Jens Nielsen	2020-03-06	LC-MS, tandem mass tag, label-free quantification, intensity-based absolute quantification, Saccharomyces cerevisiae, diauxic shift, 
PXD016563	Laser-capture proteomics of human FFPE substantia nigra	PRIDE	Homo sapiens 	Orbitrap Fusion; Q Exactive	Griesser et al. (2020)	Angus I. Lamond	2020-03-05	Technical, Biological, FFPE, laser-capture microdissection, substantia nigra, TMT, 
PXD015719	PKA-Independent Vasopressin Signaling in Renal Collecting Duct	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Datta et al. (2020)	Mark A. Knepper	2020-03-05	mpkCCD, SILAC, Phosphoproteomics, PRM-MS, AMPK, 
PXD016241	Identifying nucleic acid-associated proteins in Mycobacterium smegmatis by mass spectrometry-based proteomics	PRIDE	Mycolicibacterium smegmatis	Orbitrap Fusion	Kriel et al. (2020)	Robin Mark Warren	2020-03-05	RNA polymerase, Mycobacterium, Affinity-purification, nucleic acid-associated proteins, 
PXD012426	Searching for binding partners of the SLX4 577-795 region and assessing the impact of the SLX4 D614G and L618P cancer patient-derived mutations on their association with SLX4	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Takedachi et al. (2020)	MarseilleProteomics CRCM and Gaillard PH Lab	2020-03-05	Biomedical, SLX4 scaffold, Cancer associated mutations, protein-protein binding domain, interactome, 
PXD015315	Single-cell transcriptomics identifies an effectorness gradient shaping the response of CD4+ T cells to cytokines	PRIDE	Homo sapiens 	Orbitrap Fusion	Cano-Gamez et al. (2020)	Jyoti Choudhary	2020-03-04	Human, MS/MS, TMT, 
PXD010598	Regulation of Cl- signaling and ion transport by IRBIT-mediated recruitment of multiple kinases and phosphatases	PRIDE	Homo sapiens 	Orbitrap Fusion ETD	Vachel et al. (2018)	Shmuel Muallem	2020-03-03	Biological, IRBIT, Ion Channel, Proteomics, Phosphorylation, 
PXD017025	Comprehensive proteomic characterization reveals subclass-specific molecular aberrations within triple-negative breast cancer	PRIDE	Homo sapiens 	Orbitrap Fusion	Kosok et al. (2020)	Jayantha Gunaratne	2020-03-03	Biomedical, Breast cancer, triple-negative, TNBC, proteomics, mass spectrometry, kinase, protease, 
